name,addr,dat,x,y,status,id
Новоамзинское поселение VI,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 0, 3 км к северо-востоку от кладбища",3-я четв. II тыс. до н.э. ,54.833202778,50.445255554,1,1077
Новоамзинское селище I,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 1, 5 км к северо-западу",X-XIII вв. н.э. ,54.837705557,50.42395833,1,1078
Новоамзинское селище II,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 0, 7 км к северу от западного конца",3-я четв. II тыс. до н.э.; Х-ХIII вв. н.э. ,54.831477779,50.435716664,1,1079
Новоамзинское селище III,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 1 км к северу",X-XIII вв. н.э. ,54.836841667,50.448394442,1,1080
Новоамзинское селище IV,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 3, 5 км к юго-востоку",X-XIII вв. н.э. ,54.808605557,50.469938886,1,1081
Новоамзинское селище V,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 3 км к югу",X-XIII вв. н.э. ,54.812563889,50.454661108,1,1082
Новоамзинское селище VI,"Республика Татарстан, Нурлатский район, с. Новая Амзя, западная окраина",3-я четв. II тыс. до н.э.; Х-ХIII вв. н.э. ,54.825272222,50.43423333,1,1083
Новоамзинское селище VII,"Республика Татарстан, Нурлатский район, с. Новая Амзя, 2 км к югу",X-XIII вв. н.э. ,54.816619445,50.451827775,1,1084
Новоанзирская стоянка,"Республика Татарстан, Елабужский район, с. Новая Анзирка, к северо-западу",кон. II тыс. до н.э. ,55.756196423,51.475613751,1,1085
Новобиксентеевская стоянка I,"Республика Татарстан, Мензелинский район, б. д. Киче-Нарат, 1 км к востоку",VI-IV тыс. до н.э.; II тыс. до н.э.; III в. до н.э. - III в. н.э. ,55.713100001,53.380013886,1,1086
Новобиксентеевская стоянка II,"Республика Татарстан, Мензелинский район, 0, 1 км к востоку от Новобиксентеевской стоянки I",VI-IV тыс. до н.э.; III в. до н.э. - III в. н.э. ,55.713222223,53.381774997,1,1087
Новобиксентеевская стоянка III,"Республика Татарстан, Мензелинский район, б. д. Новое Биксентеево, 0, 3 км к юго-западу",II тыс. до н.э. ,55.716266668,53.392674997,1,1088
Новобиксентеевская стоянка IV,"Республика Татарстан, Мензелинский район, б. д. Новое Биксентеево, 0, 3 км к юго-востоку",VI-IV тыс. до н.э. ,55.715711111,53.399799997,1,1089
Новобиксентеевская стоянка V,"Республика Татарстан, Мензелинский район, к востоку от Новобисентеевского селища",VI-IV тыс. до н.э.; II тыс. до н.э. ,55.713922222,53.414519441,1,1090
Новобиксентеевская стоянка VI,"Республика Татарстан, Мензелинский район, б. д. Новое Биксентеево, 1 км к востоку",VI-IV тыс. до н.э.; III в. до н.э. - III в. н.э. ,55.718177779,53.415633329,1,1091
